mol solvent,mol solute,target Gsolv kcal
OCC(O)CC,CC1(C)CCCC(C)=C1C=CC(C)=O,-10.05912797
COCCOCCOCCOC,COC(C)(C)C(F)(F)F,-3.87825345
CN1CCCC1,CC2Cc(occ1C)c1CC2,-7.45307758
OCCN,CC3C(C)(C)C(C1OC2)=C(CCC1CO2)C3(C)C,-8.37126496
OCCCCCCCCC,COC(C)(C)C(F)(F)F,-3.44206132
CC(=C)C#C,CC(C)C(F)(C)C,-4.41846314
FCCCCCCCC,CCCCCC(=Cc(cc1)ccc1C)C=O,-11.70498717
CC(Br)Br,CCN(c1ccccc1)C(=O)N(CC)c2ccccc2,-13.69105962
CCCOCC(O)C,Clc2ccc(cc2)S(=O)(=NS(C(F)(F)F)(=O)=O)NS(c(cc1)ccc1N(=O)=O)(=O)=O,-24.28727378
OCC(O)CO,COc2cc1OCOc1cc2CC=C,-7.20517083
COC(C)=O,Cc(ccc1N(=O)=O)cc1F,-9.35866299
O=S=O,CC(C)(C)n(c(=O)[nH]c1C)c(=O)c1Cl,-14.22392057
CCC(C)Cl,CCC(C)c1ccccc1OC(=O)NC,-11.57544813
COC,CN(C)C=Nc1cc(cc(c1)N(=O)=O)N(=O)=O,-17.20408721
OC(C)C,c(ccc1cc2sc3)cc1cc2c3,-10.17924132
COCCO,Cc1cc(C)ccc1,-5.11962187
OCCOCC,FC(F)(Cl)CC(F)(F)Cl,-4.42115339
O=S=O,CC(C)CC(F)(F)C(F)(F)C(F)(F)F,-3.5047784
ClC(Cl)(Cl)Cl,CC1CCOC1,-4.3742902
CCCCCN(CCCCC)CCCCC,CC1CCOC1,-3.68790751
CCCCC(CC)=O,FC(F)(F)C(F)(F)C(F)(O)C(F)(F)F,-6.18048565
COCCOCCOC,CCCCC(C(CCC)Sc1ccoc1C)=O,-11.30855054
OCCOCCOCCO,CCC(F)(F)C(F)(F)C(F)(F)F,-1.28474186
OCCC(C)C,CCCC(C)(C)CC(C)C,-5.12451794
CCCCN(CCCC)C=O,CC1(C)CC(CC(C)(C)N1)=O,-8.57395171
OCCCCC,Brc1cccnc1,-6.87419848
OCCCCCCCCCCCC,FC(F)(F)OC(F)(F)C(F)C(F)(F)F,-1.94761017
OCCCCCCCCC,Cc(ccc1C)cc1N(=O)=O,-7.74682658
NCCC,CC(C)C(=O)Oc(cc1)ccc1C,-8.86356213
CCCCCCC=C,O=N(=O)c1oc(cc1)C=NN2CC(=O)NC2=O,-14.18113607
CCCCC=C,CC2(C1CCC=CCC=CCCCO1)CCC=C(C)CC=CC(C)(C)CCO2,-18.03287692
CCCN(=O)=O,CC1OCC(C1O)=O,-7.12959745
C#N,FC1(F)COCO1,-5.65552187
CCCCCCC,OCN1C(=O)NC(C1(C)C)=O,-7.45598493
OCCOCCOCCO,FC(F)(Cl)CC(F)(F)Cl,-3.79340683
CCNC=O,FC(F)(F)C(C(F)(F)F)C(F)(F)Cl,-3.06542435
COC(C)=O,FCC(F)(F)C(F)(F)OC(F)(F)C,-5.12835718
OCC,CC(C)Nc(n1)nc(NC(C)C)nc1OC,-13.82332421
CC(C)=C,FC(F)(F)CC(F)C(F)(F)F,-3.16591036
CN1CCCC1,Oc1ccc(C=C)cc1,-11.4456563
CCCC(C)C,FC1OC(F)(F)OC1(F)C,-3.32239989
ClCCl,FC(F)(F)C(OC(C(F)(F)F)=O)=O,-3.13717075
CCC(O)CC,c(cc2)cc1=CC=CC=c2o1,-8.23368097
CCC(C)=O,CCCCCCCCCc2c1ccccc1ccc2,-12.58553375
NCCC,Nc1nc(N)cc(N)n1,-14.17379825
CCNC(C)=O,ClCC(=O)c1ccccc1,-8.98742822
CN1CCCC1,ClCC(=O)c1ccccc1,-8.31185619
OCCOCCO,CC2Cc(occ1C)c1CC2,-5.50472772
COCCOCCOC,OC1=CC2=C(C=C1)C(=NO2)C1=CC2=C(C=C1)C=C(O)C=C2,-24.99646119
COC(OC)=O,CCCCCCc1sccc1,-7.48629417
CCN(CC)CC,CC(C)(C)c(c(c1C)N(=O)=O)c(c(C)c1N(=O)=O)N(=O)=O,-12.18193305
OC1CCCCC1,CC(C)C(F)(C)C,-3.76217808
CCCCCCCCCCCCCC,FC(F)(F)C(F)CC(C)C(F)(F)F,-3.2809248
CCC(O)CC,CC1CCOC1,-4.58855078
OCCCCCCCCC,FC1(F)COCO1,-3.56342035
OC1CCCCC1,FC(F)(F)c1ccc(C(C)=O)cc1,-7.32573171
ClC(Cl)(Cl)Cl,Clc1cc(CN=CN(C)C)ccc1,-10.6326962
CC(C)OC(C)C,COc2cc1OCOc1cc2CC=C,-9.46309902
CCCN(=O)=O,FC(C)C(F)(F)C(F)(F)C(F)(F)C,-4.87592971
CCC(C)=O,CCC(O)C(C)(C)C=CC1CC=C(C)C1(C)C,-10.4819753
OCC(O)CC,FC(F)(Cl)CC(F)(F)Cl,-3.79769999
CCCCC(CC)=O,CCc1ccccc1C,-6.44569617
CCC(C)=C,N#CCC(=O)c1ccccc1,-9.30765976
CC(C)CCC(C)(C)C,FC(F)(F)C(OC(C(F)(F)F)=O)=O,-2.21418165
CCCCCN(CCCCC)CCCCC,CC3C(C)(C)C(C1OC2)=C(CCC1CO2)C3(C)C,-10.11956839
CCOCCOCCOCC,OC1=CC2=C(C=C1)C(=NO2)C1=CC2=C(C=C1)C=C(O)C=C2,-24.19525498
C#N,FC(F)(F)C(F)(F)C(F)(F)N,-5.55944314
OCC,Nc1nc(N)cc(N)n1,-15.23307856
OC(C)=O,FC(F)(F)c1ccc(C(C)=O)cc1,-7.60145918
NC(C)C,CSSc1ccoc1C,-7.86107143
CCCCOC(C)=O,FCC(F)(F)C(F)(F)OC(F)(F)C,-4.90653944
CCC#N,CCOc1ccc(Cl)cc1,-7.8301443
CCN(CC)C(C)=O,O=C(NC1CCCC1)Nc2ccccc2,-16.19254129
CN(C)C(C)=O,CC(C)(Oc(cc1)ccc1Cl)C(O)=O,-15.42441743
COC(CC#N)=O,N#CC(c1ccccc1)=O,-7.55372488
COCCOCCO,CC2Cc(occ1C)c1CC2,-6.23704799
OCCOCC,Cc1ccccn1=O,-7.98670358
ClC(Cl)=O,CC(C)C(C)(C)C(F)(F)F,-4.77593041
OCc1ccccc1,Clc2ccc(nn2)NS(c(cc1)ccc1N)(=O)=O,-21.18727672
CC(CC(C)=O)=O,FC(F)(F)OC(F)(F)C(F)C(F)(F)F,-1.48053756
CCCCCCCCC,CC1CCc2c1cccc2,-6.57932219
CCCCCN(CCCCC)CCCCC,FC(C)C(F)(F)C(F)(F)C(F)(F)C,-3.73342696
CCCCCCC,CN(C)c(ccc1)cc1C,-7.21352593
NC(C)C,CCC(OCCc1ccccc1)=O,-9.07485522
CCCCNCCCC,FC(F)(F)C(F)(F)C(F)(F)N,-5.31184589
OCCC,Nc1nc(N)cc(N)n1,-14.45883361
CCCCCCCCCCCCCC,FC(F)(F)C(C(F)(F)F)C(F)(F)Cl,-2.49179502
NCCC,O=N(=O)c1oc(cc1)C=NN2CC(=O)NC2=O,-20.45388171
NCCCN(C)C,FC(F)(F)OCC(F)(F)C(F)C(F)(F)F,-4.03662622
O,O=N(=O)c(cc1)ccc1c2ccc(cc2)N(=O)=O,-10.0519345
CCCCOC(C)=O,ONC(c1ccccc1)=O,-10.69533654
CC(C)(C)Cl,FC(F)(F)C(F)(C(F)(F)F)C(F)(F)C(C(F)(F)F)=O,-2.22344852
OCCCO,FC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)F,1.95757589
CCOC(C)=O,CN(C)C=NC(c1ccccc1)=O,-12.91043979
ClC(Cl)C(O)=O,CCCCCCCCOC(=O)c1ccccc1C(OCCCCCCCC)=O,-21.73039677
ClC(=C)C=C,O1C=CCC=C1,-4.46137516
OCCCCCC,CC(C)c(cccc1O)c1C,-9.85786218
CCC#N,COc1ccccc1N(=O)=O,-10.50510273
CCC#N,CC(OCC1CCCO1)=O,-8.00484762
CCCCCCCCCOC(=O)c1ccccc1C(OCCCCCCCCC)=O,Cc1ccc(cc1)C(=NS(C(F)(F)F)(=O)=O)NS(C(F)(F)F)(=O)=O,-14.5162353
CO,CN1C=C(C(=O)C2=C1C=C(F)C=C2)S(C)=O,-17.16808028
CN(C)C=O,C=CC1OC(=S)NC1,-14.34621331
CCBr,FC(F)(F)c1ccc(C(C)=O)cc1,-8.23221885
CCC(C)Cl,CC2CC(OCC2)c1ccccc1,-9.44761019
N#CCCOCCC#N,CC1CCOC1,-3.53631767
ClC(Cl)(Cl)Cl,Cc1ccc(cc1)S(=O)(=O)NS(c(ccc2Cl)cc2N(=O)=O)(=O)=O,-20.90570583
CCN(CC)CC,O=N(=O)c(cc1)ccc1c2ccc(cc2)N(=O)=O,-13.83670952
OCCCl,CCOc(cc1)ccc1N,-9.90994597
CCCCCCC=C,COc1ccccc1N(=O)=O,-8.22067213
CCCl,CCOC(C(CCc2ccccc2)NC(C)C(=O)N1CCCC1C(O)=O)=O,-21.39684826
O=S=O,OCCOC(=O)c1ccc(C(OCCO)=O)cc1,-17.34824505
CCCC(C)C,CC1=CC(CC1)=O,-5.22335623
OCCc1ccccc1,OC(c2ccccc2S3(=O)=O)=C(C(=O)Nc1ccccn1)N3C,-18.61977341
CCCCCl,N#CC(c1ccccc1)=O,-8.10663819
CCCC#N,c(ccc1cc2sc3)cc1cc2c3,-10.77093551
CN(C)C(C)=O,FC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)F,0.6468638
CCOC(CCC)=O,O=c1[nH]c([nH]cc1)=S,-13.46789625
COC,CN(C)C=NC(SCc1ccccc1)=S,-17.43044311
NCCCN,O=N(=O)C(C(N(=O)=O)(N(=O)=O)N(=O)=O)(N(=O)=O)N(=O)=O,-4.12472269
CCCCOC(=O)c1ccccc1C(OCCCC)=O,FS(c1ccccc1)(=O)=O,-8.23766537
OC(C)=O,CC(C)NC(C)(C)C,-6.7254839
CCCCC=C,CC=C(C)C(OCCc1ccccc1)=O,-10.38425271
CC(=C)C#C,CC(C=O)Cc1ccc(C(C)C)cc1,-10.49844797
OCCCCCC,FC(F)(F)C(F)(F)C(F)(F)N,-4.82085753
COC(C)(C)C,OCC1CCCCC1,-7.74003726
CCNC=O,FC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)F,0.69727307
OCCOCCN,CCCCCC(=Cc(cc1)ccc1C)C=O,-9.73823267
CNC(C)=O,NCc1occc1,-6.71756267
OCCc1ccccc1,CCC(F)(F)C(F)(F)Br,-3.69214061
CCCCCCCCCC,Cc1ccccn1=O,-5.44209723
CCC,OCCCc1ccccc1,-7.93882312
OCCOCCCC,CC(C)OC(=O)c1ccccc1,-7.85472139
COCCOCCO,CCCCCCCC(=O)Oc(cc1)ccc1C,-10.71520475
OCC(O)CO,FC(F)C(F)(Cl)C(F)(F)C(F)C(F)(F)F,-1.78669825
COC,CC(OC(OC(C)=O)C1(OC(C)=O)C=CC(O1)N(=O)=O)=O,-14.43845677
OCC(O)CC,CCCCCCCCn1ccnc1,-11.54275524
CC(C)CC(C)C,O1C=CCC=C1,-3.87749404
CCN(=O)=O,FC(F)(F)C(OC(C(F)(F)F)=O)=O,-2.48073709
OCCCCCO,C(CC2)CCN2c1ccccc1,-7.91846303
N#CCCCC#N,CC2(C1CCC=CCC=CCCCO1)CCC=C(C)CC=CC(C)(C)CCO2,-14.19106262
CCCCCl,CN1C(CCC1=O)=O,-8.15210755
OCC(O)CC,Clc2ccc(cn2)CN1CCNC1=NN(=O)=O,-18.64425308
CCN(CC)CC,CC(OCC1CCCO1)=O,-7.03480297
COCCOCCO,CCC(=O)c1cc(C)ccc1O,-8.73899541
NCCCN(C)C,O1C=CCC=C1,-4.2234967
ClCC(C)C,CCNc1nc(NC(C)(C)C#N)nc(Cl)n1,-15.41777094
CCC(C)Cl,C(c2occc2)n1cccc1,-8.88545788
ICI,NNc2c1ccccc1cnn2,-13.84462295
CCCCOC(=O)c1ccccc1C(OCCCC)=O,FC(F)(F)C(F)(C(F)(F)F)C(F)(F)C(C(F)(F)F)=O,-1.52291187
CCCN(=O)=O,ClCc(cc1)ccc1Cl,-8.1744883
CCC(C)C,CC(OC(C)CC2(C)C=Cc1ccccc1)O2,-11.25705329
S=C=S,FC(F)(F)C#CC(F)(F)F,-1.71927038
O=S=O,Clc1cc(CN=CN(C)C)ccc1,-11.76751411
CCCC=O,CCC(C)c1ccccc1OC(=O)NC,-12.44476423
CCC1OC1,OC(c2ccccc2S3(=O)=O)=C(C(=O)Nc1ccccn1)N3C,-19.32356407
ClCC(C)C,ClC(Cl)C(F)(F)F,-3.3131759
CCN1CCCC1=O,CC1(CCC2C1(C)C)CC2=O,-7.63684886
O=S=O,OCC(F)(F)C(F)(F)C(F)(F)C(F)F,-5.66481156
CC(CC(C)=O)=O,FC(F)(F)C(F)(F)C(F)(F)N,-4.99961377
C#N,CCc1cc(C)sc1C,-7.09711943
CCCC(C)CC,CCC(F)(F)C(F)(F)C(F)(F)F,-2.69633077
CCC=C,O=N(=O)C(N(=O)=O)(N(=O)=O)N(=O)=O,-4.38148375
CCC#N,CCOC(C)OCCc1ccccc1,-8.8166269
CCCCC(C)=O,CCCCCCCCCc2c1ccccc1ccc2,-13.00463624
CC(C)=O,ClCC(=O)c1ccccc1,-9.55923039
CCOC(=O)c1ccccc1,CCC(F)(F)C(F)(F)C(F)(F)F,-2.52678991
CCOC(=O)c1ccccc1,CC(C)C(F)(C)C,-3.95590063
CCOC(=O)c1ccccc1,CSC(C)C,-4.49077725
CCOC(=O)c1ccccc1,OCC([NH3+])C([O-])=O,-9.6279469
CCOC(=O)c1ccccc1,FCC(F)(F)C(F)F,-2.80286948
CCOC(=O)c1ccccc1,CCCCCCC=CC(OC)=O,-8.23478544
CCOC(=O)c1ccccc1,CCN(CC)c1ccc(cc1)N(=O)=O,-13.37343933
CCOC(=O)c1ccccc1,CCCC(OCC(COC(CCC)=O)OC(CCC)=O)=O,-13.00231101
C(CC2)CCC2c1ccccc1,ClCC(Cl)=C,-4.13063846
C(CC2)CCC2c1ccccc1,CCCCC1(CC)CCC(OC1)=O,-10.40917929
C(CC2)CCC2c1ccccc1,CCCCCCCCCCCCCCCCCCCCCC(OC)=O,-17.5544209
C(CC2)CCC2c1ccccc1,CC1(C)CC(=CCC1)C(CCC=C)=O,-9.73260492
C(CC2)CCC2c1ccccc1,OC(CCN(=O)=O)=O,-6.98930532
C(CC2)CCC2c1ccccc1,FC(Cl)C(F)(F)Cl,-3.01807594
C(CC2)CCC2c1ccccc1,CCCC(OCC=Cc1ccccc1)=O,-10.84334635
C(CC2)CCC2c1ccccc1,[NH3+]CCS([O-])(=O)=O,-12.29970973
N1CCCCC1,OCN1C(=O)NC(C1(C)C)=O,-15.32206265
N1CCCCC1,CC(=C)C(C)=C,-3.71387301
N1CCCCC1,FC(F)(F)C(O)(C(F)(F)F)c1ccccc1,-11.53780527
N1CCCCC1,CCCCOC(F)(F)F,-3.78941785
N1CCCCC1,ClC(Cl)(Cl)C(O)=O,-13.67070827
N1CCCCC1,C1CCSCC1,-5.58949098
Cc1cc(C)ccc1,C=CC(OCCCCCCOC(=O)C=C)=O,-11.25073945
Cc1cc(C)ccc1,BrC=N,-3.42410221
Cc1cc(C)ccc1,O=N(=O)c1cc(ccc1)NC(N)=S,-13.67143213
Cc1cc(C)ccc1,CCC(=O)c1cc(C)ccc1O,-9.26652539
Cc1cc(C)ccc1,CC=C=O,-2.46783657
Cc1cc(C)ccc1,FC(F)(F)OCC(F)(F)C(F)C(F)(F)F,-3.39708619
N#Cc1ccccc1,Cc1cc(C)ccc1,-5.62308086
N#Cc1ccccc1,FC(C)C(F)(O)C,-6.62693321
N#Cc1ccccc1,OCCOCc1ccccc1,-9.20958883
N#Cc1ccccc1,NCc1occc1,-5.98186124
N#Cc1ccccc1,CC(C)CC(Cl)=O,-5.5044298
N#Cc1ccccc1,OCCON(=O)=O,-7.31303717
N#Cc1ccccc1,CCC(O)C(F)(F)C(F)(F)F,-5.97790509
ClC(Cl)C(Cl)Cl,CC(C)=C=O,-3.39232533
ClC(Cl)C(Cl)Cl,IC#N,-5.93010743
ClC(Cl)C(Cl)Cl,ClC(Cl)C(F)(F)F,-2.97419862
ClC(Cl)C(Cl)Cl,BrCC(O)=O,-6.48227182
ClC(Cl)C(Cl)Cl,CCC(C)(C)OC(C)=O,-6.70315196
ClC(Cl)C(Cl)Cl,CCCC(CCC)=O,-7.21724046
ClC(Cl)C(Cl)Cl,OC(c2ccccc2S3(=O)=O)=C(C(=O)Nc1ccccn1)N3C,-20.78046415
ClC(Cl)C(Cl)Cl,CCOC(OCC)N(C)C,-6.85547382
O=Cc1occc1,FS(c1ccccc1)(=O)=O,-8.71346066
O=Cc1occc1,O=c1[nH]c([nH]cc1)=S,-14.99157441
O=Cc1occc1,Clc1ccc(cc1N(=O)=O)N(=O)=O,-11.21583797
O=Cc1occc1,c1nocc1,-5.29293642
O=Cc1occc1,CCCCON(=O)=O,-5.18562157
O=Cc1occc1,FC(F)Br,-2.9004471
O=Cc1occc1,CC1(C)CC(CC(C)(C)N1)=O,-8.91803945
CCCCCCCCCC,COC(=O)Nc1ccccc1,-7.46515288
BrC(Br)C(Br)Br,C(CC2)CCN2c1ccccc1,-9.48949702
CC(C)CC(C)=O,COC(=O)Nc1ccccc1,-10.14800726
CCN1CCCC1=O,COC(=O)Nc1ccccc1,-11.30677352
BrC(Br)C(Br)Br,CC(OC(OC(C)=O)C1(OC(C)=O)C=CC(O1)N(=O)=O)=O,-14.73953855
CC(C)C,COC(=O)Nc1ccccc1,-7.85626054
SC,COC(=O)Nc1ccccc1,-10.24760236
BrC(Br)C(Br)Br,N#CC=C,-4.77501858
CCCCNCCCC,COC(=O)Nc1ccccc1,-10.16102385
BrC(Br)C(Br)Br,ClC(Cl)(Cl)C(O)=O,-6.48866175
CCCC=O,COC(=O)Nc1ccccc1,-10.35788129
CC(C)(C)c1ccccc1,Clc1cc(CN=CN(C)C)ccc1,-10.67354101
CC(C)(C)c1ccccc1,CCC(C)c(cc1)ccc1O,-8.1902697
CC(C)(C)c1ccccc1,CC(Cl)C(C)Cl,-4.91132879
CC(C)(C)c1ccccc1,CC(C)(C)n(c(=O)[nH]c1C)c(=O)c1Cl,-11.85958544
CC(C)(C)c1ccccc1,COC(CN)C(F)(F)F,-4.39460566
CC(C)(C)c1ccccc1,CC(C)COC(=O)Cc1ccccc1,-9.35607933
CC(C)(C)c1ccccc1,CC(C)(C)c(c(c1C)N(=O)=O)c(c(C)c1N(=O)=O)N(=O)=O,-12.48792992
FC(F)C(F)C(F)(F)F,CCCCCCc1sccc1,-7.02569229
FC(F)C(F)C(F)(F)F,COC(=O)C=C(C)C,-6.09599955
FC(F)C(F)C(F)(F)F,CCOC(CC#N)=O,-7.98496111
FC(F)C(F)C(F)(F)F,CN(C)C=NC(=S)N(C)C,-13.16396028
FC(F)C(F)C(F)(F)F,ClCc(cc1)ccc1Cl,-7.06029143
FC(F)C(F)C(F)(F)F,CC(C)(C)n(c(=O)[nH]c1C)c(=O)c1Cl,-12.30102915
FC(F)C(F)C(F)(F)F,CN(C)C=Nc1cc(cc(c1)N(=O)=O)N(=O)=O,-15.86491129
FC(F)C(F)C(F)(F)F,CCCC(=O)C=C,-6.14991016
C(CC1)CCC1C2CCCCC2,CC1CCc2c1cccc2,-6.58049945
C(CC1)CCC1C2CCCCC2,CCOC(=O)NC,-4.4133998
C(CC1)CCC1C2CCCCC2,NCc1occc1,-4.53638521
C(CC1)CCC1C2CCCCC2,CC(C)C(NC(C)=O)C(=O)N,-7.37077051
C(CC1)CCC1C2CCCCC2,Oc2ccc(C1CCCC1)cc2,-8.77477143
C(CC1)CCC1C2CCCCC2,FCOC(F)(F)F,-1.27487952
C(CC1)CCC1C2CCCCC2,FC(F)(F)CC(F)C(F)(F)F,-1.95016482
C(CC1)CCC1C2CCCCC2,ON=O,-1.42607382
CCOC(OCC)=O,CCC(=O)c1cc(C)ccc1O,-9.21153821
CCOC(OCC)=O,O=N(=O)C(C(N(=O)=O)(N(=O)=O)N(=O)=O)(N(=O)=O)N(=O)=O,-5.06868442
CCOC(OCC)=O,OCC([NH3+])C([O-])=O,-10.37846061
CCOC(OCC)=O,c(ccc1cc2sc3)cc1cc2c3,-11.00525791
CCOC(OCC)=O,O=N(=O)c1cc(ccc1)NC(N)=S,-17.78073952
CCOC(OCC)=O,FCC(F)(F)C(F)(F)OC(F)(F)C,-4.80937546
CCOC(OCC)=O,CC(C)OC(=O)C=C(C)OP(OC)(=S)NCC,-13.25935888
N#CCc1ccccc1,CC(C)OC(CC(C)=O)=O,-8.05888728
N#CCc1ccccc1,CSSC(C)(C)C=O,-7.92190477
N#CCc1ccccc1,CCP(O)(O)=O,-12.26413008
N#CCc1ccccc1,CC(C)COC(=O)Cc1ccccc1,-9.55067237
N#CCc1ccccc1,OC(CC(CC(O)=O)=O)=O,-14.24781391
N#CCc1ccccc1,Fc1cn(C)c(=O)[nH]c1=O,-11.72748757
N#CCc1ccccc1,CC(CCC1C(C)(C)S)CC1=O,-9.93398026
N#CCc1ccccc1,O=N(=O)c1oc(cc1)C=NN2CCOC2=O,-18.49754023
c1cscc1,CC(C)(C)CC(Cl)=O,-6.41153018
c1cscc1,COc1nc(C)cnc1C,-7.93048173
c1cscc1,CCCCCC(=Cc(cc1)ccc1C)C=O,-13.35723748
c1cscc1,CCNc1nc(NC(C)(C)C#N)nc(Cl)n1,-16.14035022
c1cscc1,CC(C)CCC(F)(F)F,-4.29232861
c1cscc1,CC1CCCCC1=O,-7.28216634
Ic1ccccc1,CSSCC=C,-5.92384654
Ic1ccccc1,CC1CCCCC1=O,-6.70009353
Ic1ccccc1,OC(=O)c1ccc(cc1)N(=O)=O,-9.88139251
Ic1ccccc1,[NH3+]CCCC([O-])=O,-6.87441933
Ic1ccccc1,ON(C)C,-3.58572835
Ic1ccccc1,FC(F)CC(F)(F)C(F)(F)F,-2.42471346
CN(=O)=O,N#CCc(ccc1)cc1Cl,-9.92954919
CCN(=O)=O,CCOC(CC#N)=O,-8.77287071
CCCCCCCCC,CC(=C)C(C)=C,-3.43008286
CCCCC#N,CCCOC(=O)C=C,-5.3713776
CCCC(C)C,FC(F)I,-2.97356484
CCCC=O,OCC(Cl)C=C,-6.75359131
CCCCC=C,OC(CNCCC#N)=O,-8.91686854
CCCCCCCCCCCCCCC,CNC(NC)=NC#N,-7.0932721
CC(C)OC(C)C,CCCON(=O)=O,-4.68097696
ICI,O=C(N)NC(=N)N,-11.94255159
NC(C)C,FC(F)(F)C(C)C=O,-4.36178012
OC(C)C,CSSCC=C,-5.46803095
ClC(Cl)Cl,COCCc1ccccn1,-9.06794139
CCCCC(CC)COC(CCCCC(OCC(CC)CCCC)=O)=O,NC(N)=Nc(sc1)nc1CSCCC(N)=NS(=O)(=O)N,-24.10984861
COCCOCCOCCOC,OP(O)(O)=O,-19.57661289
OCCCCCCCCCCCC,CCOC(CCC(C)=O)=O,-6.87427556
OCCCCCCC,CCCC(C)(CC)CC,-4.75049379
CN(C)C=O,CCCOC(=O)C=C,-5.25190877
CCCCCC#N,CCCC(CCC)=O,-5.95172596
CC(Cl)Cl,CCCCCC(C)C=O,-7.37837191
CCC(O)CC,CC(Cl)C(C)=O,-4.76465006
CCCCC=C,CSCC(C)=O,-5.29427044
CCOC(CCC)=O,CCCCC(C)C(O)=O,-8.62980259
CCNC(C)=O,ClNC(=O)N,-10.65603673
ClCCl,CCC(C)(C)OC(=O)N,-8.39282661
CCCC,FC(Cl)C(F)(F)Cl,-3.13399995
N#CCCCC#N,CC(C)CC(C)CC(CC(C)C)=O,-6.81303658
OC(C)(C)C,BrCC(C)=O,-5.44128526
CCCOCC(O)C,CCNC(=O)NO,-11.20909433
CCCCOP(OCCCC)(OCCCC)=O,CCC(O)C(F)(F)C(F)(F)F,-6.95881592
COC,CCCCCCCCCCCCCCCCCCCCCCC(OCC)=O,-19.05243267
CCCCCC(C)=O,FCC(F)(F)OC(F)F,-3.42369075
BrCCBr,CCCC(C)C(C)CC,-5.19855881
CCOC(C)=O,OCCCC(C)C,-6.77498907
CCN(CC)CC,CCOC(=O)NC,-6.43959438
OCCO,NC(C)C=O,-6.72939246
CCCCOC(C)=O,CCC(O)(C)C(C)(C)C,-6.61234188
ICI,CC(C)OC(Cl)=O,-5.35566007
CCCCC(CC)COC(CCCCC(OCC(CC)CCCC)=O)=O,FC(F)OC(Cl)Cl,-4.19083345
COCCOCCOC,FC(F)(Cl)C=C,-3.26105747
NCCCC,OCCCC(C)C,-8.46641418
CCCCC=C,BrCC(C)=O,-4.77937344
CCCCCCCC=C,CCCCOCCOC(C)=O,-6.91107853
CCCOCC(O)C,OC(CC(CC(O)=O)=O)=O,-15.11391705
CCCCCCCCCOC(=O)c1ccccc1C(OCCCCCCCCC)=O,CC(Br)=N,-3.96952228
ClC(Cl)C(O)=O,ClCC(O)C,-8.46450679
OC(C)=O,CCOC(C(O)C)=O,-7.07753938
NCCC,CC1SCCS1,-6.87298101
CCCBr,BrC=N,-3.99925971
OCCC(O)C,CCC(C)(C)OC(=O)N,-8.05275555
CCOCC,C=CCOC(=O)C=CC(OCC=C)=O,-9.33273391
OCCCO,CNC(NC)=NC#N,-15.67905322
COCOC,CCOS(O)(=O)=O,-12.65992467
NCCCN(C)C,CCC(F)(F)Cl,-3.12753676
OCCCl,FC(C)C(F)(O)C,-6.41837
OCCO,CCOC(CC)=O,-3.95410346
OCCCl,CCCCCC=CC=CC=C,-5.73775253
ClB(Cl)Cl,CNC(NC)=NC#N,-10.86983023
COC(OC)=O,O=N(=O)c1cc(ccc1)NC(N)=S,-18.45695603
CCC(O)CC,COCCO,-5.28087666
CCCCCCCCC,CCCB(O)O,-4.1207276
C#N,NN1CCOCC1,-17.99421379
CCC(C)Cl,CCOC(CC#N)=O,-7.91335966
OCC,[NH3+]CCCC([O-])=O,-15.20187839
OCC(C)C,CC(Cl)C(C)=O,-4.80608861
CCCCCCCC=C,CC(C)(C)C(C)=CC,-4.68514413
OCCOCC,ClC=C(C)Cl,-4.49617099
CC(C)=O,CCCB(O)O,-9.1536561
C=CC=C,CCC(C)CN(C)C,-5.32141313
Cc1cccc(C)c1C,FC(F)OC(F)(F)Cl,-2.24676464
CCC(C)C,CC(C)(C)C(Cl)=O,-4.37835511
O=CN,FC(F)CC(F)(F)C(F)(F)F,-1.83527639
CCCCOC(=O)c1ccccc1C(OCCCC)=O,ClSCl,-3.04707594
COCCOCCOCCOC,CC=CC=O,-5.32333204
COC(C)=O,FCOC(F)(C(F)F)C(F)(F)F,-4.33715017
C#N,NCC(F)N,-13.86902286
OC(C)(C)C,O=N(=O)c1cc(ccc1)NC(N)=S,-16.57595601
OCCCCCCC,CCCC(OC)C(F)(F)F,-4.09450018
OCCCl,OS(O)(=O)=O,-16.1559586
CCCCC(C)=O,CCCC(CCC)=O,-5.91507385
CC(=C)C#C,CSC(F)Cl,-4.71107996
CCC(C)(C)C,FCC(F)(C(F)F)C(F)F,-2.51727266
CCCCCCCCCCCCCCC,CCC(O)C(F)(F)C(F)(F)F,-3.23052204
OC(C)C,CCC(CC)C=O,-4.99627412
CCCCCC(C)=O,CCC(OC(C)(CCC=C(C)C)C=C)=O,-8.87649668
COCCO,CCNCCN(C)C,-6.34523339
ClC(Cl)=O,COP(OC)(Oc1ccc(cc1)N(=O)=O)=S,-13.58263129
ClCC(C)C,CCC(O)C(F)(F)C(F)(F)F,-4.58003296
CC(C)OC(C)C,CCCCC#CCCC,-5.84672469
CNC=O,OCC=C,-5.58224622
ClC(Cl)=O,CCOC(=O)NC,-6.14655932
N1CCCC1,CCCCCCC(C)=C(C)C#N,-9.14094767
